report_date,week_end_date,geography_type,geography_name,vdh_health_region,facility_type,count_of_cli_visits,percent_of_cli_visits,st_date
,2021-11-20,Health District,Henrico,Central Region,both,631,29,2021-11-14
,2021-11-20,Health District,Lenowisco,Southwest Region,both,161,20,2021-11-14
,2021-11-20,Health District,Lord Fairfax,Northwest Region,both,659,38,2021-11-14
,2021-11-20,Health District,Loudoun,Northern Region,both,836,44,2021-11-14
,2021-11-20,Health District,Mount Rogers,Southwest Region,both,202,33,2021-11-14
,2021-11-20,Health District,New River,Southwest Region,both,394,40,2021-11-14
,2021-11-20,Health District,Norfolk,Eastern Region,both,433,31,2021-11-14
,2021-11-20,Health District,Peninsula,Eastern Region,both,1019,39,2021-11-14
,2021-11-20,Health District,Piedmont,Central Region,both,176,29,2021-11-14
,2021-11-20,Health District,Pittsylvania-Danville,Southwest Region,both,144,48,2021-11-14
,2021-11-20,Health District,Portsmouth,Eastern Region,both,204,26,2021-11-14
,2021-11-20,Health District,Prince William,Northern Region,both,778,30,2021-11-14
,2021-11-20,Health District,Rappahannock,Northwest Region,both,786,32,2021-11-14
,2021-11-20,Health District,Rappahannock Rapidan,Northwest Region,both,228,33,2021-11-14
,2021-11-20,Health District,Richmond,Central Region,both,589,29,2021-11-14
,2021-11-20,Health District,Roanoke,Southwest Region,both,250,33,2021-11-14
,2021-11-20,Health District,Southside,Central Region,both,114,22,2021-11-14
,2021-11-20,Health District,Three Rivers,Eastern Region,both,449,42,2021-11-14
,2021-11-20,Health District,Virginia Beach,Eastern Region,both,927,30,2021-11-14
,2021-11-20,Health District,West Piedmont,Southwest Region,both,213,31,2021-11-14
,2021-11-20,Health District,Western Tidewater,Eastern Region,both,216,28,2021-11-14
,2021-11-20,State,Virginia,All,both,15268,34,2021-11-14
,2021-11-27,Health District,Alexandria,Northern Region,both,75,22,2021-11-21
,2021-11-27,Health District,Alleghany,Southwest Region,both,403,38,2021-11-21
,2021-11-27,Health District,Arlington,Northern Region,both,80,19,2021-11-21
,2021-11-27,Health District,Blue Ridge,Northwest Region,both,183,47,2021-11-21
,2021-11-27,Health District,Central Shenandoah,Northwest Region,both,801,56,2021-11-21
,2021-11-27,Health District,Central Virginia,Southwest Region,both,294,40,2021-11-21
,2021-11-27,Health District,Chesapeake,Eastern Region,both,547,31,2021-11-21
,2021-11-27,Health District,Chesterfield,Central Region,both,782,31,2021-11-21
,2021-11-27,Health District,Chickahominy,Central Region,both,272,35,2021-11-21
,2021-11-27,Health District,Crater,Central Region,both,378,29,2021-11-21
,2021-11-27,Health District,Cumberland Plateau,Southwest Region,both,254,59,2021-11-21
,2021-11-27,Health District,Eastern Shore,Eastern Region,both,52,43,2021-11-21
,2021-11-27,Health District,Fairfax,Northern Region,both,1311,32,2021-11-21
,2021-11-27,Health District,Hampton,Eastern Region,both,363,36,2021-11-21
,2021-11-27,Health District,Henrico,Central Region,both,628,32,2021-11-21
,2021-11-27,Health District,Lenowisco,Southwest Region,both,166,22,2021-11-21
,2021-11-27,Health District,Lord Fairfax,Northwest Region,both,655,42,2021-11-21
,2021-11-27,Health District,Loudoun,Northern Region,both,822,45,2021-11-21
,2021-11-27,Health District,Mount Rogers,Southwest Region,both,265,33,2021-11-21
,2021-11-27,Health District,New River,Southwest Region,both,351,37,2021-11-21
,2021-11-27,Health District,Norfolk,Eastern Region,both,371,29,2021-11-21
,2021-11-27,Health District,Peninsula,Eastern Region,both,950,41,2021-11-21
,2021-11-27,Health District,Piedmont,Central Region,both,181,32,2021-11-21
,2021-11-27,Health District,Pittsylvania-Danville,Southwest Region,both,168,18,2021-11-21
,2021-11-27,Health District,Portsmouth,Eastern Region,both,153,22,2021-11-21
,2021-11-27,Health District,Prince William,Northern Region,both,706,29,2021-11-21
,2021-11-27,Health District,Rappahannock,Northwest Region,both,733,34,2021-11-21
,2021-11-27,Health District,Rappahannock Rapidan,Northwest Region,both,257,35,2021-11-21
,2021-11-27,Health District,Richmond,Central Region,both,528,30,2021-11-21
,2021-11-27,Health District,Roanoke,Southwest Region,both,243,34,2021-11-21
,2021-11-27,Health District,Southside,Central Region,both,99,29,2021-11-21
,2021-11-27,Health District,Three Rivers,Eastern Region,both,437,46,2021-11-21
,2021-11-27,Health District,Virginia Beach,Eastern Region,both,888,31,2021-11-21
,2021-11-27,Health District,West Piedmont,Southwest Region,both,184,31,2021-11-21
,2021-11-27,Health District,Western Tidewater,Eastern Region,both,218,32,2021-11-21
,2021-11-27,State,Virginia,All,both,14798,36,2021-11-21
,2021-12-04,Health District,Alexandria,Northern Region,both,110,28,2021-11-28
,2021-12-04,Health District,Alleghany,Southwest Region,both,529,47,2021-11-28
,2021-12-04,Health District,Arlington,Northern Region,both,81,15,2021-11-28
,2021-12-04,Health District,Blue Ridge,Northwest Region,both,238,52,2021-11-28
,2021-12-04,Health District,Central Shenandoah,Northwest Region,both,1037,62,2021-11-28
,2021-12-04,Health District,Central Virginia,Southwest Region,both,335,32,2021-11-28
,2021-12-04,Health District,Chesapeake,Eastern Region,both,723,35,2021-11-28
,2021-12-04,Health District,Chesterfield,Central Region,both,1099,37,2021-11-28
,2021-12-04,Health District,Chickahominy,Central Region,both,374,41,2021-11-28
,2021-12-04,Health District,Crater,Central Region,both,524,33,2021-11-28
,2021-12-04,Health District,Cumberland Plateau,Southwest Region,both,260,48,2021-11-28
,2021-12-04,Health District,Eastern Shore,Eastern Region,both,57,13,2021-11-28
,2021-12-04,Health District,Fairfax,Northern Region,both,1562,34,2021-11-28
,2021-12-04,Health District,Hampton,Eastern Region,both,450,38,2021-11-28
,2021-12-04,Health District,Henrico,Central Region,both,783,34,2021-11-28
,2021-12-04,Health District,Lenowisco,Southwest Region,both,180,21,2021-11-28
,2021-12-04,Health District,Lord Fairfax,Northwest Region,both,830,44,2021-11-28
,2021-12-04,Health District,Loudoun,Northern Region,both,1107,54,2021-11-28
,2021-12-04,Health District,Mount Rogers,Southwest Region,both,310,49,2021-11-28
,2021-12-04,Health District,New River,Southwest Region,both,387,39,2021-11-28
,2021-12-04,Health District,Norfolk,Eastern Region,both,473,33,2021-11-28
,2021-12-04,Health District,Peninsula,Eastern Region,both,1227,44,2021-11-28
,2021-12-04,Health District,Piedmont,Central Region,both,197,31,2021-11-28
,2021-12-04,Health District,Pittsylvania-Danville,Southwest Region,both,139,41,2021-11-28
,2021-12-04,Health District,Portsmouth,Eastern Region,both,241,27,2021-11-28
,2021-12-04,Health District,Prince William,Northern Region,both,1054,37,2021-11-28
,2021-12-04,Health District,Rappahannock,Northwest Region,both,930,37,2021-11-28
,2021-12-04,Health District,Rappahannock Rapidan,Northwest Region,both,364,45,2021-11-28
,2021-12-04,Health District,Richmond,Central Region,both,709,33,2021-11-28
,2021-12-04,Health District,Roanoke,Southwest Region,both,320,41,2021-11-28
,2021-12-04,Health District,Southside,Central Region,both,87,25,2021-11-28
,2021-12-04,Health District,Three Rivers,Eastern Region,both,508,50,2021-11-28
,2021-12-04,Health District,Virginia Beach,Eastern Region,both,1257,37,2021-11-28
,2021-12-04,Health District,West Piedmont,Southwest Region,both,273,40,2021-11-28
,2021-12-04,Health District,Western Tidewater,Eastern Region,both,256,33,2021-11-28
,2021-12-04,State,Virginia,All,both,19011,40,2021-11-28
,2021-12-11,Health District,Alexandria,Northern Region,both,122,31,2021-12-05
,2021-12-11,Health District,Alleghany,Southwest Region,both,568,46,2021-12-05
,2021-12-11,Health District,Arlington,Northern Region,both,114,22,2021-12-05
,2021-12-11,Health District,Blue Ridge,Northwest Region,both,230,55,2021-12-05
,2021-12-11,Health District,Central Shenandoah,Northwest Region,both,1169,68,2021-12-05
,2021-12-11,Health District,Central Virginia,Southwest Region,both,376,47,2021-12-05
,2021-12-11,Health District,Chesapeake,Eastern Region,both,724,36,2021-12-05
,2021-12-11,Health District,Chesterfield,Central Region,both,1227,42,2021-12-05
,2021-12-11,Health District,Chickahominy,Central Region,both,394,44,2021-12-05
,2021-12-11,Health District,Crater,Central Region,both,591,38,2021-12-05
,2021-12-11,Health District,Cumberland Plateau,Southwest Region,both,265,124,2021-12-05
,2021-12-11,Health District,Eastern Shore,Eastern Region,both,69,38,2021-12-05
,2021-12-11,Health District,Fairfax,Northern Region,both,1641,36,2021-12-05
,2021-12-11,Health District,Hampton,Eastern Region,both,525,42,2021-12-05
,2021-12-11,Health District,Henrico,Central Region,both,919,40,2021-12-05
,2021-12-11,Health District,Lenowisco,Southwest Region,both,146,20,2021-12-05
,2021-12-11,Health District,Lord Fairfax,Northwest Region,both,978,51,2021-12-05
,2021-12-11,Health District,Loudoun,Northern Region,both,1227,58,2021-12-05
,2021-12-11,Health District,Mount Rogers,Southwest Region,both,268,51,2021-12-05
,2021-12-11,Health District,New River,Southwest Region,both,441,45,2021-12-05
,2021-12-11,Health District,Norfolk,Eastern Region,both,451,32,2021-12-05
,2021-12-11,Health District,Peninsula,Eastern Region,both,1298,48,2021-12-05
,2021-12-11,Health District,Piedmont,Central Region,both,205,34,2021-12-05
,2021-12-11,Health District,Pittsylvania-Danville,Southwest Region,both,189,43,2021-12-05
,2021-12-11,Health District,Portsmouth,Eastern Region,both,292,33,2021-12-05
,2021-12-11,Health District,Prince William,Northern Region,both,1209,42,2021-12-05
,2021-12-11,Health District,Rappahannock,Northwest Region,both,1033,41,2021-12-05
,2021-12-11,Health District,Rappahannock Rapidan,Northwest Region,both,368,43,2021-12-05
,2021-12-11,Health District,Richmond,Central Region,both,807,36,2021-12-05
,2021-12-11,Health District,Roanoke,Southwest Region,both,344,43,2021-12-05
,2021-12-11,Health District,Southside,Central Region,both,119,28,2021-12-05
,2021-12-11,Health District,Three Rivers,Eastern Region,both,553,53,2021-12-05
,2021-12-11,Health District,Virginia Beach,Eastern Region,both,1177,35,2021-12-05
,2021-12-11,Health District,West Piedmont,Southwest Region,both,309,44,2021-12-05
,2021-12-11,Health District,Western Tidewater,Eastern Region,both,262,31,2021-12-05
,2021-12-11,State,Virginia,All,both,20610,43,2021-12-05
,2021-12-18,Health District,Alexandria,Northern Region,both,206,45,2021-12-12
,2021-12-18,Health District,Alleghany,Southwest Region,both,591,50,2021-12-12
,2021-12-18,Health District,Arlington,Northern Region,both,186,35,2021-12-12
,2021-12-18,Health District,Blue Ridge,Northwest Region,both,255,56,2021-12-12
,2021-12-18,Health District,Central Shenandoah,Northwest Region,both,1233,69,2021-12-12
,2021-12-18,Health District,Central Virginia,Southwest Region,both,345,36,2021-12-12
,2021-12-18,Health District,Chesapeake,Eastern Region,both,835,41,2021-12-12
,2021-12-18,Health District,Chesterfield,Central Region,both,1325,45,2021-12-12
,2021-12-18,Health District,Chickahominy,Central Region,both,420,48,2021-12-12
,2021-12-18,Health District,Crater,Central Region,both,735,46,2021-12-12
,2021-12-18,Health District,Cumberland Plateau,Southwest Region,both,280,26,2021-12-12
,2021-12-18,Health District,Eastern Shore,Eastern Region,both,67,35,2021-12-12
,2021-12-18,Health District,Fairfax,Northern Region,both,2642,51,2021-12-12
,2021-12-18,Health District,Hampton,Eastern Region,both,511,43,2021-12-12
,2021-12-18,Health District,Henrico,Central Region,both,1134,47,2021-12-12
,2021-12-18,Health District,Lenowisco,Southwest Region,both,135,67,2021-12-12
,2021-12-18,Health District,Lord Fairfax,Northwest Region,both,1002,54,2021-12-12
,2021-12-18,Health District,Loudoun,Northern Region,both,1564,66,2021-12-12
,2021-12-18,Health District,Mount Rogers,Southwest Region,both,315,50,2021-12-12
,2021-12-18,Health District,New River,Southwest Region,both,434,51,2021-12-12
,2021-12-18,Health District,Norfolk,Eastern Region,both,496,36,2021-12-12
,2021-12-18,Health District,Peninsula,Eastern Region,both,1497,53,2021-12-12
,2021-12-18,Health District,Piedmont,Central Region,both,238,40,2021-12-12
,2021-12-18,Health District,Pittsylvania-Danville,Southwest Region,both,184,57,2021-12-12
,2021-12-18,Health District,Portsmouth,Eastern Region,both,247,30,2021-12-12
,2021-12-18,Health District,Prince William,Northern Region,both,1329,44,2021-12-12
,2021-12-18,Health District,Rappahannock,Northwest Region,both,1296,48,2021-12-12
,2021-12-18,Health District,Rappahannock Rapidan,Northwest Region,both,412,45,2021-12-12
,2021-12-18,Health District,Richmond,Central Region,both,1067,48,2021-12-12
,2021-12-18,Health District,Roanoke,Southwest Region,both,334,45,2021-12-12
,2021-12-18,Health District,Southside,Central Region,both,106,30,2021-12-12
,2021-12-18,Health District,Three Rivers,Eastern Region,both,663,60,2021-12-12
,2021-12-18,Health District,Virginia Beach,Eastern Region,both,1312,39,2021-12-12
,2021-12-18,Health District,West Piedmont,Southwest Region,both,267,38,2021-12-12
,2021-12-18,Health District,Western Tidewater,Eastern Region,both,296,40,2021-12-12
,2021-12-18,State,Virginia,All,both,23959,49,2021-12-12
,2021-12-25,Health District,Alexandria,Northern Region,both,458,72,2021-12-19
,2021-12-25,Health District,Alleghany,Southwest Region,both,591,53,2021-12-19
,2021-12-25,Health District,Arlington,Northern Region,both,367,60,2021-12-19
,2021-12-25,Health District,Blue Ridge,Northwest Region,both,376,72,2021-12-19
,2021-12-25,Health District,Central Shenandoah,Northwest Region,both,1330,76,2021-12-19
,2021-12-25,Health District,Central Virginia,Southwest Region,both,406,46,2021-12-19
,2021-12-25,Health District,Chesapeake,Eastern Region,both,1131,55,2021-12-19
,2021-12-25,Health District,Chesterfield,Central Region,both,2065,66,2021-12-19
,2021-12-25,Health District,Chickahominy,Central Region,both,549,60,2021-12-19
,2021-12-25,Health District,Crater,Central Region,both,907,59,2021-12-19
,2021-12-25,Health District,Cumberland Plateau,Southwest Region,both,314,29,2021-12-19
,2021-12-25,Health District,Eastern Shore,Eastern Region,both,78,53,2021-12-19
,2021-12-25,Health District,Fairfax,Northern Region,both,4314,75,2021-12-19
,2021-12-25,Health District,Hampton,Eastern Region,both,733,60,2021-12-19
,2021-12-25,Health District,Henrico,Central Region,both,1664,64,2021-12-19
,2021-12-25,Health District,Lenowisco,Southwest Region,both,177,22,2021-12-19
,2021-12-25,Health District,Lord Fairfax,Northwest Region,both,1128,68,2021-12-19
,2021-12-25,Health District,Loudoun,Northern Region,both,2138,88,2021-12-19
,2021-12-25,Health District,Mount Rogers,Southwest Region,both,303,52,2021-12-19
,2021-12-25,Health District,New River,Southwest Region,both,459,56,2021-12-19
,2021-12-25,Health District,Norfolk,Eastern Region,both,695,51,2021-12-19
,2021-12-25,Health District,Peninsula,Eastern Region,both,1942,70,2021-12-19
,2021-12-25,Health District,Piedmont,Central Region,both,351,59,2021-12-19
,2021-12-25,Health District,Pittsylvania-Danville,Southwest Region,both,271,26,2021-12-19
,2021-12-25,Health District,Portsmouth,Eastern Region,both,406,46,2021-12-19
,2021-12-25,Health District,Prince William,Northern Region,both,2195,68,2021-12-19
,2021-12-25,Health District,Rappahannock,Northwest Region,both,2146,75,2021-12-19
,2021-12-25,Health District,Rappahannock Rapidan,Northwest Region,both,477,60,2021-12-19
,2021-12-25,Health District,Richmond,Central Region,both,1802,72,2021-12-19
,2021-12-25,Health District,Roanoke,Southwest Region,both,379,54,2021-12-19
,2021-12-25,Health District,Southside,Central Region,both,135,35,2021-12-19
,2021-12-25,Health District,Three Rivers,Eastern Region,both,825,78,2021-12-19
,2021-12-25,Health District,Virginia Beach,Eastern Region,both,2138,59,2021-12-19
,2021-12-25,Health District,West Piedmont,Southwest Region,both,289,47,2021-12-19
,2021-12-25,Health District,Western Tidewater,Eastern Region,both,429,58,2021-12-19
,2021-12-25,State,Virginia,All,both,33968,67,2021-12-19
,2022-01-01,Health District,Alexandria,Northern Region,both,680,96,2021-12-26
,2022-01-01,Health District,Alleghany,Southwest Region,both,836,66,2021-12-26
,2022-01-01,Health District,Arlington,Northern Region,both,543,75,2021-12-26
,2022-01-01,Health District,Blue Ridge,Northwest Region,both,636,94,2021-12-26
,2022-01-01,Health District,Central Shenandoah,Northwest Region,both,2538,94,2021-12-26
,2022-01-01,Health District,Central Virginia,Southwest Region,both,837,77,2021-12-26
,2022-01-01,Health District,Chesapeake,Eastern Region,both,2179,85,2021-12-26
,2022-01-01,Health District,Chesterfield,Central Region,both,3440,90,2021-12-26
,2022-01-01,Health District,Chickahominy,Central Region,both,985,85,2021-12-26
,2022-01-01,Health District,Crater,Central Region,both,1886,89,2021-12-26
,2022-01-01,Health District,Cumberland Plateau,Southwest Region,both,396,132,2021-12-26
,2022-01-01,Health District,Eastern Shore,Eastern Region,both,194,71,2021-12-26
,2022-01-01,Health District,Fairfax,Northern Region,both,5914,92,2021-12-26
,2022-01-01,Health District,Hampton,Eastern Region,both,1614,93,2021-12-26
,2022-01-01,Health District,Henrico,Central Region,both,2939,90,2021-12-26
,2022-01-01,Health District,Lenowisco,Southwest Region,both,272,29,2021-12-26
,2022-01-01,Health District,Lord Fairfax,Northwest Region,both,1708,88,2021-12-26
,2022-01-01,Health District,Loudoun,Northern Region,both,2743,105,2021-12-26
,2022-01-01,Health District,Mount Rogers,Southwest Region,both,386,67,2021-12-26
,2022-01-01,Health District,New River,Southwest Region,both,757,73,2021-12-26
,2022-01-01,Health District,Norfolk,Eastern Region,both,1936,91,2021-12-26
,2022-01-01,Health District,Peninsula,Eastern Region,both,3688,99,2021-12-26
,2022-01-01,Health District,Piedmont,Central Region,both,658,85,2021-12-26
,2022-01-01,Health District,Pittsylvania-Danville,Southwest Region,both,512,77,2021-12-26
,2022-01-01,Health District,Portsmouth,Eastern Region,both,1270,97,2021-12-26
,2022-01-01,Health District,Prince William,Northern Region,both,3462,90,2021-12-26
,2022-01-01,Health District,Rappahannock,Northwest Region,both,3591,103,2021-12-26
,2022-01-01,Health District,Rappahannock Rapidan,Northwest Region,both,860,95,2021-12-26
,2022-01-01,Health District,Richmond,Central Region,both,3035,96,2021-12-26
,2022-01-01,Health District,Roanoke,Southwest Region,both,581,66,2021-12-26
,2022-01-01,Health District,Southside,Central Region,both,289,83,2021-12-26
,2022-01-01,Health District,Three Rivers,Eastern Region,both,1563,107,2021-12-26
,2022-01-01,Health District,Virginia Beach,Eastern Region,both,4189,93,2021-12-26
,2022-01-01,Health District,West Piedmont,Southwest Region,both,486,62,2021-12-26
,2022-01-01,Health District,Western Tidewater,Eastern Region,both,1235,95,2021-12-26
,2022-01-01,State,Virginia,All,both,58838,92,2021-12-26
,2022-01-08,Health District,Alexandria,Northern Region,both,434,77,2022-01-02
,2022-01-08,Health District,Alleghany,Southwest Region,both,1018,79,2022-01-02
,2022-01-08,Health District,Arlington,Northern Region,both,394,65,2022-01-02
,2022-01-08,Health District,Blue Ridge,Northwest Region,both,526,93,2022-01-02
,2022-01-08,Health District,Central Shenandoah,Northwest Region,both,2467,104,2022-01-02
,2022-01-08,Health District,Central Virginia,Southwest Region,both,840,91,2022-01-02
,2022-01-08,Health District,Chesapeake,Eastern Region,both,2052,83,2022-01-02
,2022-01-08,Health District,Chesterfield,Central Region,both,3104,87,2022-01-02
,2022-01-08,Health District,Chickahominy,Central Region,both,847,83,2022-01-02
,2022-01-08,Health District,Crater,Central Region,both,1740,88,2022-01-02
,2022-01-08,Health District,Cumberland Plateau,Southwest Region,both,294,81,2022-01-02
,2022-01-08,Health District,Eastern Shore,Eastern Region,both,172,78,2022-01-02
,2022-01-08,Health District,Fairfax,Northern Region,both,4283,80,2022-01-02
,2022-01-08,Health District,Hampton,Eastern Region,both,1588,93,2022-01-02
,2022-01-08,Health District,Henrico,Central Region,both,2452,86,2022-01-02
,2022-01-08,Health District,Lenowisco,Southwest Region,both,192,26,2022-01-02
,2022-01-08,Health District,Lord Fairfax,Northwest Region,both,1768,93,2022-01-02
,2022-01-08,Health District,Loudoun,Northern Region,both,2368,100,2022-01-02
,2022-01-08,Health District,Mount Rogers,Southwest Region,both,388,59,2022-01-02
,2022-01-08,Health District,New River,Southwest Region,both,728,82,2022-01-02
,2022-01-08,Health District,Norfolk,Eastern Region,both,1817,93,2022-01-02
,2022-01-08,Health District,Peninsula,Eastern Region,both,3752,104,2022-01-02
,2022-01-08,Health District,Piedmont,Central Region,both,546,88,2022-01-02
,2022-01-08,Health District,Pittsylvania-Danville,Southwest Region,both,514,91,2022-01-02
,2022-01-08,Health District,Portsmouth,Eastern Region,both,1056,92,2022-01-02
,2022-01-08,Health District,Prince William,Northern Region,both,2599,83,2022-01-02
,2022-01-08,Health District,Rappahannock,Northwest Region,both,2149,88,2022-01-02
,2022-01-08,Health District,Rappahannock Rapidan,Northwest Region,both,770,84,2022-01-02
,2022-01-08,Health District,Richmond,Central Region,both,2282,86,2022-01-02
,2022-01-08,Health District,Roanoke,Southwest Region,both,712,85,2022-01-02
,2022-01-08,Health District,Southside,Central Region,both,283,92,2022-01-02
,2022-01-08,Health District,Three Rivers,Eastern Region,both,1303,104,2022-01-02
,2022-01-08,Health District,Virginia Beach,Eastern Region,both,4072,94,2022-01-02
,2022-01-08,Health District,West Piedmont,Southwest Region,both,472,67,2022-01-02
,2022-01-08,Health District,Western Tidewater,Eastern Region,both,1138,92,2022-01-02
,2022-01-08,State,Virginia,All,both,51120,89,2022-01-02
,2022-01-15,Health District,Alexandria,Northern Region,both,287,57,2022-01-09
,2022-01-15,Health District,Alleghany,Southwest Region,both,999,78,2022-01-09
,2022-01-15,Health District,Arlington,Northern Region,both,248,46,2022-01-09
,2022-01-15,Health District,Blue Ridge,Northwest Region,both,467,78,2022-01-09
,2022-01-15,Health District,Central Shenandoah,Northwest Region,both,2561,101,2022-01-09
,2022-01-15,Health District,Central Virginia,Southwest Region,both,816,97,2022-01-09
,2022-01-15,Health District,Chesapeake,Eastern Region,both,1569,73,2022-01-09
,2022-01-15,Health District,Chesterfield,Central Region,both,2204,71,2022-01-09
,2022-01-15,Health District,Chickahominy,Central Region,both,718,74,2022-01-09
,2022-01-15,Health District,Crater,Central Region,both,1342,74,2022-01-09
,2022-01-15,Health District,Cumberland Plateau,Southwest Region,both,393,86,2022-01-09
,2022-01-15,Health District,Eastern Shore,Eastern Region,both,174,101,2022-01-09
,2022-01-15,Health District,Fairfax,Northern Region,both,2625,60,2022-01-09
,2022-01-15,Health District,Hampton,Eastern Region,both,1292,88,2022-01-09
,2022-01-15,Health District,Henrico,Central Region,both,1621,68,2022-01-09
,2022-01-15,Health District,Lenowisco,Southwest Region,both,236,29,2022-01-09
,2022-01-15,Health District,Lord Fairfax,Northwest Region,both,1366,80,2022-01-09
,2022-01-15,Health District,Loudoun,Northern Region,both,1373,71,2022-01-09
,2022-01-15,Health District,Mount Rogers,Southwest Region,both,378,64,2022-01-09
,2022-01-15,Health District,New River,Southwest Region,both,788,86,2022-01-09
,2022-01-15,Health District,Norfolk,Eastern Region,both,1359,77,2022-01-09
,2022-01-15,Health District,Peninsula,Eastern Region,both,3161,94,2022-01-09
,2022-01-15,Health District,Piedmont,Central Region,both,587,84,2022-01-09
,2022-01-15,Health District,Pittsylvania-Danville,Southwest Region,both,520,76,2022-01-09
,2022-01-15,Health District,Portsmouth,Eastern Region,both,696,70,2022-01-09
,2022-01-15,Health District,Prince William,Northern Region,both,1760,62,2022-01-09
,2022-01-15,Health District,Rappahannock,Northwest Region,both,1935,72,2022-01-09
,2022-01-15,Health District,Rappahannock Rapidan,Northwest Region,both,593,74,2022-01-09
,2022-01-15,Health District,Richmond,Central Region,both,1506,68,2022-01-09
,2022-01-15,Health District,Roanoke,Southwest Region,both,607,82,2022-01-09
,2022-01-15,Health District,Southside,Central Region,both,313,86,2022-01-09
,2022-01-15,Health District,Three Rivers,Eastern Region,both,1310,105,2022-01-09
,2022-01-15,Health District,Virginia Beach,Eastern Region,both,2945,78,2022-01-09
,2022-01-15,Health District,West Piedmont,Southwest Region,both,605,81,2022-01-09
,2022-01-15,Health District,Western Tidewater,Eastern Region,both,780,79,2022-01-09
,2022-01-15,State,Virginia,All,both,40134,77,2022-01-09
,2022-01-22,Health District,Alexandria,Northern Region,both,139,35,2022-01-16
,2022-01-22,Health District,Alleghany,Southwest Region,both,576,66,2022-01-16
,2022-01-22,Health District,Arlington,Northern Region,both,163,30,2022-01-16
,2022-01-22,Health District,Blue Ridge,Northwest Region,both,377,72,2022-01-16
,2022-01-22,Health District,Central Shenandoah,Northwest Region,both,1799,95,2022-01-16
,2022-01-22,Health District,Central Virginia,Southwest Region,both,597,84,2022-01-16
,2022-01-22,Health District,Chesapeake,Eastern Region,both,1015,60,2022-01-16
,2022-01-22,Health District,Chesterfield,Central Region,both,1497,60,2022-01-16
,2022-01-22,Health District,Chickahominy,Central Region,both,523,62,2022-01-16
,2022-01-22,Health District,Crater,Central Region,both,904,64,2022-01-16
,2022-01-22,Health District,Cumberland Plateau,Southwest Region,both,348,87,2022-01-16
,2022-01-22,Health District,Eastern Shore,Eastern Region,both,107,36,2022-01-16
,2022-01-22,Health District,Fairfax,Northern Region,both,1488,42,2022-01-16
,2022-01-22,Health District,Hampton,Eastern Region,both,840,72,2022-01-16
,2022-01-22,Health District,Henrico,Central Region,both,1096,55,2022-01-16
,2022-01-22,Health District,Lenowisco,Southwest Region,both,225,32,2022-01-16
,2022-01-22,Health District,Lord Fairfax,Northwest Region,both,923,65,2022-01-16
,2022-01-22,Health District,Loudoun,Northern Region,both,861,58,2022-01-16
,2022-01-22,Health District,Mount Rogers,Southwest Region,both,383,58,2022-01-16
,2022-01-22,Health District,New River,Southwest Region,both,568,74,2022-01-16
,2022-01-22,Health District,Norfolk,Eastern Region,both,810,63,2022-01-16
,2022-01-22,Health District,Peninsula,Eastern Region,both,2251,82,2022-01-16
,2022-01-22,Health District,Piedmont,Central Region,both,437,79,2022-01-16
,2022-01-22,Health District,Pittsylvania-Danville,Southwest Region,both,341,86,2022-01-16
,2022-01-22,Health District,Portsmouth,Eastern Region,both,418,59,2022-01-16
,2022-01-22,Health District,Prince William,Northern Region,both,897,40,2022-01-16
,2022-01-22,Health District,Rappahannock,Northwest Region,both,1335,60,2022-01-16
,2022-01-22,Health District,Rappahannock Rapidan,Northwest Region,both,452,56,2022-01-16
,2022-01-22,Health District,Richmond,Central Region,both,1003,53,2022-01-16
,2022-01-22,Health District,Roanoke,Southwest Region,both,352,62,2022-01-16
,2022-01-22,Health District,Southside,Central Region,both,195,50,2022-01-16
,2022-01-22,Health District,Three Rivers,Eastern Region,both,874,86,2022-01-16
,2022-01-22,Health District,Virginia Beach,Eastern Region,both,1836,62,2022-01-16
,2022-01-22,Health District,West Piedmont,Southwest Region,both,367,71,2022-01-16
,2022-01-22,Health District,Western Tidewater,Eastern Region,both,494,67,2022-01-16
,2022-01-22,State,Virginia,All,both,26491,64,2022-01-16
,2022-01-29,Health District,Alexandria,Northern Region,both,95,26,2022-01-23
,2022-01-29,Health District,Alleghany,Southwest Region,both,519,52,2022-01-23
,2022-01-29,Health District,Arlington,Northern Region,both,96,20,2022-01-23
,2022-01-29,Health District,Blue Ridge,Northwest Region,both,321,66,2022-01-23
,2022-01-29,Health District,Central Shenandoah,Northwest Region,both,1697,91,2022-01-23
,2022-01-29,Health District,Central Virginia,Southwest Region,both,474,56,2022-01-23
,2022-01-29,Health District,Chesapeake,Eastern Region,both,771,46,2022-01-23
,2022-01-29,Health District,Chesterfield,Central Region,both,1127,47,2022-01-23
,2022-01-29,Health District,Chickahominy,Central Region,both,353,46,2022-01-23
,2022-01-29,Health District,Crater,Central Region,both,612,49,2022-01-23
,2022-01-29,Health District,Cumberland Plateau,Southwest Region,both,368,76,2022-01-23
,2022-01-29,Health District,Eastern Shore,Eastern Region,both,76,48,2022-01-23
,2022-01-29,Health District,Fairfax,Northern Region,both,1058,32,2022-01-23
,2022-01-29,Health District,Hampton,Eastern Region,both,568,53,2022-01-23
,2022-01-29,Health District,Henrico,Central Region,both,859,45,2022-01-23
,2022-01-29,Health District,Lenowisco,Southwest Region,both,240,63,2022-01-23
,2022-01-29,Health District,Lord Fairfax,Northwest Region,both,776,57,2022-01-23
